project	project_alt_name	tag2	tag	category	year	annual_allocation	non_annual_allocation	total	notes_annual	notes_non-annual
Hong Chi Association	Hong Kong Association for the Mentally Handicapped; Hong Kong Association for Mentally Handicapped Children and Young Persons Ltd	Social welfare provision (HKCSS agency members)	Other	Community services	2003	2050		2050		
Hong Chi Association	Hong Kong Association for the Mentally Handicapped; Hong Kong Association for Mentally Handicapped Children and Young Persons Ltd	Social welfare provision (HKCSS agency members)	Other	Community services	2004	2050		2050		
Hong Chi Association	Hong Kong Association for the Mentally Handicapped; Hong Kong Association for Mentally Handicapped Children and Young Persons Ltd	Social welfare provision (HKCSS agency members)	Other	Community services	2005	2052		2052	To fund its employment services for people with mental handicap	
Hong Chi Association	Hong Kong Association for the Mentally Handicapped; Hong Kong Association for Mentally Handicapped Children and Young Persons Ltd	Social welfare provision (HKCSS agency members)	Other	Community services	2006	2052	13050	15102	To fund its employment services for people with mental handicap	To fund the provision of additional training facilities at Pinehill Village (HKSAR Chief Executive's Community Projects List)
Hong Chi Association	Hong Kong Association for the Mentally Handicapped; Hong Kong Association for Mentally Handicapped Children and Young Persons Ltd	Social welfare provision (HKCSS agency members)	Other	Community services	2007	2052		2052	To fund its employment services for people with mental handicap	
Hong Chi Association	Hong Kong Association for the Mentally Handicapped; Hong Kong Association for Mentally Handicapped Children and Young Persons Ltd	Social welfare provision (HKCSS agency members)	Other	Community services	2008	2376	5500	7876	To fund its Supported-employment Projects for provision of placement and employment opportunities for people with mental handicap	Supplementary grant to provide additional training facilities and improve office accommodation and general environment at Hong Chi Pinehill Village
Hong Chi Association	Hong Kong Association for the Mentally Handicapped; Hong Kong Association for Mentally Handicapped Children and Young Persons Ltd	Social welfare provision (HKCSS agency members)	Other	Community services	2009	2376		2376	To fund its Supported-employment Projects for provision of placement and employment opportunities for people with mental handicap	
Hong Chi Association	Hong Kong Association for the Mentally Handicapped; Hong Kong Association for Mentally Handicapped Children and Young Persons Ltd	Social welfare provision (HKCSS agency members)	Other	Community services	2010	2376	363	2739	To fund its Supported-employment Projects for provision of placement and employment opportunities for people with mental handicap	To fund the installation of an air-conditioning system in the school hall of Hong Chi Pinehill School in Tai Po
Hong Chi Association	Hong Kong Association for the Mentally Handicapped; Hong Kong Association for Mentally Handicapped Children and Young Persons Ltd	Social welfare provision (HKCSS agency members)	Other	Community services	2011	2332		2332	To fund its Supported-employment Projects for people with intellectual disabilities	
Hong Chi Association	Hong Kong Association for the Mentally Handicapped; Hong Kong Association for Mentally Handicapped Children and Young Persons Ltd	Social welfare provision (HKCSS agency members)	Other	Community services	2012	2332	12120	14452	To fund its Supported-employment Projects for people with intellectual disabilities	To fund improvement works at the Pinehill Village
Hong Chi Association	Hong Kong Association for the Mentally Handicapped; Hong Kong Association for Mentally Handicapped Children and Young Persons Ltd	Social welfare provision (HKCSS agency members)	Other	Community services	2013	2332	18820	21152	To fund its Supported-employment Projects for people with intellectual disabilities	To fund the improvement and development works at the Pinehill Village and conduct feasibility study for the construction of a residential and training complex
